,Probe,Af_out
86671,cg04314609,1
86688,cg04315682,1
86692,cg04315923,1
86704,cg04316624,1
86723,cg04317573,1
86729,cg04317765,1
86735,cg04317940,1
86752,cg04318657,1
86761,cg04319462,1
86770,cg04319694,1
86783,cg04320257,1
86790,cg04320595,1
86810,cg04321566,1
86816,cg04321793,1
86852,cg04323915,1
86859,cg04324487,1
86861,cg04324509,1
86896,cg04326562,1
86922,cg04328842,1
86927,cg04329136,1
86929,cg04329264,1
86934,cg04329429,1
86972,cg04331511,1
86980,cg04331813,1
86984,cg04332258,1
87004,cg04333296,1
87012,cg04333863,1
87016,cg04334108,1
87018,cg04334235,1
87035,cg04334885,1
87050,cg04336159,1
87052,cg04336178,1
87061,cg04336624,1
87069,cg04336926,1
87106,cg04338025,1
87112,cg04338134,1
87149,cg04340203,1
87155,cg04340481,1
87158,cg04340513,1
87184,cg04341745,1
87224,cg04343775,1
87228,cg04343883,1
87234,cg04344018,1
87241,cg04344486,1
87243,cg04344532,1
87249,cg04344792,1
87266,cg04345908,1
87277,cg04346410,1
87281,cg04346530,1
87335,cg04348558,1
87346,cg04349117,1
87355,cg04349561,1
87397,cg04351258,1
87423,cg04352310,1
87434,cg04352959,1
87446,cg04353359,1
87455,cg04353763,1
87459,cg04353881,1
87469,cg04354671,1
87505,cg04357272,1
87517,cg04358214,1
87525,cg04358923,1
87526,cg04358957,1
87533,cg04359324,1
87540,cg04359702,1
87584,cg04362112,1
87586,cg04362315,1
87595,cg04362716,1
87608,cg04363281,1
87634,cg04364726,1
87638,cg04364889,1
87639,cg04364973,1
87642,cg04365180,1
87643,cg04365202,1
87648,cg04365481,1
87690,cg04367449,1
87704,cg04368257,1
87712,cg04368832,1
87715,cg04368849,1
87716,cg04368877,1
87724,cg04369251,1
87732,cg04369574,1
87758,cg04370860,1
87777,cg04371950,1
87794,cg04373117,1
87796,cg04373285,1
87798,cg04373359,1
87803,cg04373587,1
87807,cg04373760,1
87817,cg04374190,1
87818,cg04374231,1
87832,cg04375087,1
87836,cg04375245,1
87838,cg04375472,1
87857,cg04376820,1
87859,cg04376905,1
87860,cg04376997,1
87864,cg04377131,1
87870,cg04377525,1
87874,cg04377849,1
87880,cg04378182,1
87898,cg04379416,1
87911,cg04380269,1
87933,cg04381153,1
87952,cg04382358,1
87955,cg04382416,1
87965,cg04383038,1
87981,cg04383836,1
88011,cg04385420,1
88012,cg04385519,1
88019,cg04385818,1
88027,cg04386405,1
88034,cg04386839,1
88037,cg04387073,1
88058,cg04388075,1
88064,cg04388409,1
88081,cg04389328,1
88095,cg04389917,1
88102,cg04390274,1
88103,cg04390328,1
88128,cg04391666,1
88140,cg04392209,1
88153,cg04392578,1
88170,cg04393693,1
88194,cg04394795,1
88202,cg04395184,1
88234,cg04396314,1
88238,cg04396462,1
88249,cg04396850,1
88271,cg04398190,1
88290,cg04398932,1
88292,cg04398972,1
88328,cg04400496,1
88329,cg04400521,1
88335,cg04400653,1
88372,cg04402828,1
88379,cg04403139,1
88383,cg04403474,1
88384,cg04403488,1
88396,cg04404455,1
88402,cg04404756,1
88405,cg04404982,1
88451,cg04407233,1
88453,cg04407275,1
88457,cg04407400,1
88471,cg04407872,1
88475,cg04408200,1
88503,cg04409981,1
88506,cg04410039,1
88550,cg04411969,1
88552,cg04412099,1
88561,cg04412715,1
88567,cg04413089,1
88576,cg04413261,1
88590,cg04413879,1
88599,cg04414307,1
88606,cg04414539,1
88640,cg04415662,1
88644,cg04415736,1
88677,cg04418330,1
88678,cg04418355,1
88692,cg04419547,1
88708,cg04420319,1
88711,cg04420516,1
88732,cg04421424,1
88733,cg04421488,1
88759,cg04422277,1
88762,cg04422618,1
88785,cg04423572,1
88801,cg04424597,1
88836,cg04426109,1
88837,cg04426297,1
88839,cg04426326,1
88855,cg04427469,1
88858,cg04427512,1
88880,cg04428718,1
88890,cg04429778,1
88895,cg04430529,1
88915,cg04431387,1
88922,cg04431844,1
88951,cg04433306,1
88961,cg04434491,1
88966,cg04434759,1
88973,cg04435241,1
88993,cg04436431,1
88995,cg04436459,1
89020,cg04437358,1
89025,cg04437648,1
89031,cg04437922,1
89040,cg04438194,1
89051,cg04438688,1
89082,cg04440254,1
89103,cg04441667,1
89105,cg04441780,1
89113,cg04442042,1
89126,cg04442796,1
89144,cg04444369,1
89149,cg04444583,1
89171,cg04446279,1
89177,cg04446453,1
89181,cg04446501,1
89197,cg04447216,1
89212,cg04448345,1
89214,cg04448476,1
89226,cg04449523,1
89262,cg04451798,1
89290,cg04453140,1
89299,cg04453511,1
89302,cg04453594,1
89344,cg04455759,1
89346,cg04455950,1
89413,cg04459360,1
89431,cg04460361,1
89445,cg04460961,1
89449,cg04461050,1
89450,cg04461101,1
89473,cg04461926,1
89479,cg04462340,1
89481,cg04462547,1
89493,cg04463380,1
89540,cg04466394,1
89549,cg04466995,1
89587,cg04468776,1
89588,cg04468795,1
89600,cg04469686,1
89615,cg04470497,1
89623,cg04470971,1
89632,cg04471375,1
89640,cg04471822,1
89645,cg04472009,1
89646,cg04472039,1
89647,cg04472083,1
89654,cg04472909,1
89659,cg04473167,1
89661,cg04473235,1
89691,cg04474903,1
89729,cg04476876,1
89740,cg04477336,1
89756,cg04478223,1
89778,cg04479472,1
89800,cg04480767,1
89806,cg04481096,1
89848,cg04482971,1
89849,cg04483062,1
89851,cg04483163,1
89862,cg04483720,1
89863,cg04483741,1
89864,cg04483754,1
89873,cg04484136,1
89912,cg04486436,1
89928,cg04487008,1
89932,cg04487158,1
89941,cg04487720,1
89945,cg04487904,1
89947,cg04488036,1
89954,cg04488373,1
89960,cg04488529,1
89994,cg04490207,1
90018,cg04491917,1
90029,cg04492721,1
90036,cg04492929,1
90038,cg04492982,1
90046,cg04493247,1
90048,cg04493401,1
90060,cg04493931,1
90064,cg04494122,1
90068,cg04494270,1
90114,cg04496485,1
90143,cg04497902,1
90154,cg04498159,1
90181,cg04499506,1
90208,cg04501176,1
90213,cg04501372,1
90219,cg04501947,1
90220,cg04502407,1
90223,cg04502601,1
90228,cg04502857,1
90240,cg04503457,1
90243,cg04503542,1
90255,cg04504062,1
90265,cg04504408,1
90296,cg04506202,1
90301,cg04506563,1
90361,cg04509446,1
90393,cg04511182,1
90417,cg04512993,1
90434,cg04513777,1
90454,cg04514834,1
90468,cg04515534,1
90475,cg04515702,1
90481,cg04516052,1
90486,cg04516253,1
90488,cg04516379,1
90508,cg04517441,1
90536,cg04518985,1
90550,cg04519789,1
90611,cg04522721,1
90622,cg04523090,1
90626,cg04523320,1
90635,cg04523867,1
90637,cg04523929,1
90643,cg04524177,1
90662,cg04525335,1
90664,cg04525398,1
90676,cg04525773,1
90683,cg04525977,1
90688,cg04526209,1
90690,cg04526361,1
90695,cg04526737,1
90699,cg04526858,1
90706,cg04527202,1
90709,cg04527335,1
90759,cg04529486,1
90778,cg04530127,1
90821,cg04533088,1
90824,cg04533214,1
90830,cg04533302,1
90841,cg04534008,1
90842,cg04534026,1
90867,cg04535665,1
90875,cg04536319,1
90877,cg04536432,1
90894,cg04537170,1
90897,cg04537229,1
90905,cg04537900,1
90923,cg04539283,1
90964,cg04541699,1
90967,cg04542047,1
90974,cg04542653,1
91018,cg04544946,1
91045,cg04546483,1
91049,cg04546691,1
91059,cg04547181,1
91075,cg04548076,1
91091,cg04548722,1
91115,cg04550079,1
91117,cg04550237,1
91149,cg04551655,1
91159,cg04552319,1
91184,cg04553355,1
91191,cg04553690,1
91225,cg04555116,1
91253,cg04556515,1
91266,cg04557032,1
91271,cg04557184,1
91278,cg04557665,1
91302,cg04558749,1
91331,cg04560163,1
91345,cg04560741,1
91351,cg04561094,1
91374,cg04562330,1
91377,cg04562396,1
91381,cg04562588,1
91395,cg04563169,1
91397,cg04563215,1
91418,cg04564312,1
91452,cg04566147,1
91466,cg04566796,1
91470,cg04567009,1
91489,cg04568054,1
91509,cg04568823,1
91523,cg04569313,1
91529,cg04569594,1
91548,cg04570452,1
91552,cg04570551,1
91566,cg04571233,1
91581,cg04571847,1
91613,cg04573564,1
91618,cg04573771,1
91631,cg04574182,1
91661,cg04575393,1
91668,cg04575609,1
91675,cg04576182,1
91677,cg04576213,1
91692,cg04576847,1
91704,cg04577395,1
91721,cg04578229,1
91722,cg04578304,1
91727,cg04578520,1
91738,cg04578903,1
91744,cg04579171,1
91767,cg04580344,1
91778,cg04581073,1
91803,cg04582424,1
91805,cg04582539,1
91810,cg04582861,1
91820,cg04583163,1
91834,cg04584009,1
91840,cg04584307,1
91847,cg04585227,1
91873,cg04586348,1
91874,cg04586403,1
91895,cg04587626,1
91905,cg04588204,1
91906,cg04588248,1
91911,cg04588436,1
91928,cg04589118,1
91935,cg04589658,1
91954,cg04590434,1
91975,cg04591308,1
91979,cg04591623,1
91985,cg04591799,1
91991,cg04592208,1
91992,cg04592226,1
92007,cg04593426,1
92037,cg04595200,1
92040,cg04595393,1
92059,cg04596842,1
92065,cg04597433,1
92077,cg04598095,1
92083,cg04598292,1
92141,cg04600831,1
92165,cg04602755,1
92167,cg04602939,1
92183,cg04603811,1
92187,cg04603928,1
92194,cg04604420,1
92202,cg04604806,1
92211,cg04605316,1
92222,cg04605932,1
92237,cg04606471,1
92243,cg04606672,1
92252,cg04607024,1
92262,cg04607322,1
92305,cg04609227,1
92310,cg04609439,1
92318,cg04609801,1
92331,cg04610187,1
92340,cg04610631,1
92356,cg04611407,1
92360,cg04611493,1
92386,cg04612869,1
92393,cg04613165,1
92403,cg04613945,1
92408,cg04614203,1
92412,cg04614339,1
92414,cg04614386,1
92419,cg04614655,1
92443,cg04616222,1
92456,cg04617012,1
92473,cg04618078,1
92480,cg04618340,1
92521,cg04620833,1
92544,cg04622074,1
92545,cg04622103,1
92554,cg04622595,1
92557,cg04622731,1
92570,cg04623265,1
92580,cg04624074,1
92613,cg04626855,1
92627,cg04627849,1
92646,cg04628742,1
92665,cg04629951,1
92668,cg04630271,1
92670,cg04630292,1
92677,cg04630748,1
92681,cg04630827,1
92688,cg04631202,1
92732,cg04635154,1
92770,cg04636881,1
92776,cg04637219,1
92788,cg04637809,1
92801,cg04638667,1
92855,cg04641860,1
92876,cg04643524,1
92887,cg04644049,1
92893,cg04644817,1
92894,cg04644844,1
92907,cg04645331,1
92932,cg04646809,1
92944,cg04647307,1
92956,cg04648048,1
92974,cg04649441,1
92980,cg04649627,1
92983,cg04649852,1
93009,cg04651601,1
93019,cg04652208,1
93042,cg04653337,1
93071,cg04654841,1
93083,cg04655596,1
93091,cg04656042,1
93118,cg04657419,1
93166,cg04659537,1
93188,cg04660984,1
93190,cg04661002,1
93198,cg04661592,1
93207,cg04661929,1
93211,cg04662015,1
93214,cg04662184,1
93220,cg04662567,1
93227,cg04662828,1
93238,cg04663292,1
93242,cg04663556,1
93279,cg04665287,1
93292,cg04665930,1
93317,cg04667719,1
93324,cg04668301,1
93328,cg04668642,1
93343,cg04670005,1
93344,cg04670031,1
93351,cg04670568,1
93358,cg04670913,1
93367,cg04671386,1
93368,cg04671462,1
93372,cg04671591,1
93374,cg04671614,1
93411,cg04673565,1
93429,cg04674357,1
93437,cg04674508,1
93455,cg04675427,1
93460,cg04675747,1
93468,cg04676388,1
93469,cg04676446,1
93487,cg04677340,1
93528,cg04678989,1
93552,cg04680743,1
93566,cg04681579,1
93583,cg04682458,1
93584,cg04682580,1
93608,cg04683418,1
93626,cg04684411,1
93660,cg04685954,1
93663,cg04686114,1
93720,cg04689145,1
93721,cg04689167,1
93727,cg04689451,1
93744,cg04690674,1
93751,cg04691018,1
93759,cg04691277,1
93772,cg04691944,1
93774,cg04692023,1
93775,cg04692156,1
93792,cg04693379,1
93794,cg04693423,1
93795,cg04693701,1
93797,cg04693782,1
93808,cg04694239,1
93816,cg04694875,1
93822,cg04695373,1
93833,cg04696193,1
93836,cg04696494,1
93842,cg04696881,1
93843,cg04696943,1
93861,cg04697775,1
93878,cg04699145,1
93887,cg04699462,1
93894,cg04699668,1
93914,cg04701181,1
93928,cg04702079,1
93932,cg04702396,1
93935,cg04702527,1
93962,cg04703951,1
93966,cg04704085,1
93978,cg04704495,1
93988,cg04705068,1
94005,cg04706183,1
94015,cg04706597,1
94047,cg04708216,1
94060,cg04709062,1
94078,cg04709822,1
94087,cg04710226,1
94105,cg04711526,1
94133,cg04713789,1
94177,cg04717373,1
94179,cg04717450,1
94184,cg04717613,1
94198,cg04718234,1
94209,cg04718747,1
94231,cg04720065,1
94248,cg04720825,1
94261,cg04721775,1
94268,cg04721884,1
94275,cg04722177,1
94278,cg04722283,1
94292,cg04722795,1
94300,cg04723170,1
94305,cg04723390,1
94344,cg04724873,1
94352,cg04725313,1
94359,cg04725566,1
94404,cg04728180,1
94409,cg04728413,1
94429,cg04729609,1
94435,cg04730029,1
94437,cg04730071,1
94438,cg04730254,1
94440,cg04730314,1
94444,cg04730365,1
94448,cg04730459,1
94462,cg04730930,1
94466,cg04731120,1
94491,cg04733365,1
94502,cg04733787,1
94522,cg04734841,1
94532,cg04735481,1
94553,cg04736562,1
94560,cg04737042,1
94567,cg04737133,1
94579,cg04737405,1
94582,cg04737832,1
94611,cg04738692,1
94621,cg04739156,1
94627,cg04739460,1
94647,cg04740477,1
94657,cg04740939,1
94700,cg04742671,1
94709,cg04743302,1
94738,cg04744717,1
94759,cg04745934,1
94787,cg04747510,1
94797,cg04747842,1
94810,cg04748497,1
94814,cg04748637,1
94820,cg04748929,1
94823,cg04749066,1
94833,cg04749453,1
94847,cg04750100,1
94870,cg04751631,1
94871,cg04751736,1
94877,cg04752053,1
94886,cg04752650,1
94912,cg04753936,1
94920,cg04754615,1
94954,cg04756287,1
94956,cg04756316,1
94957,cg04756491,1
94973,cg04757284,1
94977,cg04757410,1
94982,cg04757661,1
94989,cg04758185,1
95002,cg04759651,1
95016,cg04760604,1
95059,cg04764012,1
95079,cg04765207,1
95085,cg04765420,1
95109,cg04767174,1
95148,cg04768713,1
95164,cg04769618,1
95168,cg04769879,1
95178,cg04770282,1
95191,cg04770781,1
95193,cg04770983,1
95197,cg04771109,1
95209,cg04771673,1
95210,cg04771729,1
95212,cg04771820,1
95225,cg04772476,1
95229,cg04772797,1
95240,cg04773376,1
95278,cg04774770,1
95283,cg04775059,1
95297,cg04775824,1
95313,cg04776597,1
95314,cg04776718,1
95326,cg04777112,1
95327,cg04777312,1
95335,cg04777644,1
95353,cg04778411,1
95365,cg04779410,1
95389,cg04780491,1
95402,cg04781115,1
95411,cg04781584,1
95417,cg04781764,1
95431,cg04782552,1
95439,cg04783151,1
95443,cg04783228,1
95447,cg04783474,1
95459,cg04784196,1
95481,cg04784724,1
95482,cg04784839,1
95497,cg04785555,1
95507,cg04786076,1
95510,cg04786201,1
95511,cg04786204,1
95523,cg04787078,1
95541,cg04787775,1
95572,cg04789318,1
95581,cg04789482,1
95590,cg04789687,1
95596,cg04789860,1
95603,cg04790129,1
95631,cg04791162,1
95636,cg04791421,1
95639,cg04791505,1
95640,cg04791523,1
95644,cg04791747,1
95650,cg04792167,1
95655,cg04792352,1
95657,cg04792380,1
95660,cg04792642,1
95673,cg04793118,1
95679,cg04793532,1
95682,cg04793637,1
95684,cg04793813,1
95697,cg04794369,1
95720,cg04795638,1
95724,cg04795724,1
95731,cg04796181,1
95743,cg04797166,1
95782,cg04798984,1
95792,cg04799343,1
95793,cg04799451,1
95795,cg04799493,1
95816,cg04800585,1
95829,cg04801401,1
95838,cg04801974,1
95839,cg04802018,1
95907,cg04805512,1
95911,cg04805794,1
95925,cg04806936,1
95940,cg04807567,1
95943,cg04807694,1
95944,cg04807739,1
95947,cg04807864,1
95962,cg04809026,1
95976,cg04809904,1
95977,cg04809948,1
95989,cg04810755,1
96037,cg04813695,1
96049,cg04814317,1
96061,cg04815334,1
96070,cg04815812,1
96074,cg04815973,1
96079,cg04816348,1
96086,cg04816979,1
96090,cg04817183,1
96103,cg04818307,1
96113,cg04818943,1
96126,cg04819497,1
96132,cg04819691,1
96137,cg04820078,1
96169,cg04821895,1
96178,cg04822213,1
96198,cg04823492,1
96231,cg04825215,1
96239,cg04825588,1
96246,cg04826176,1
96271,cg04827640,1
96275,cg04828041,1
96288,cg04828714,1
96301,cg04829566,1
96314,cg04830191,1
96320,cg04830442,1
96341,cg04831495,1
96344,cg04831589,1
96347,cg04831694,1
96355,cg04832019,1
96367,cg04832545,1
96397,cg04833898,1
96399,cg04834061,1
96415,cg04834956,1
96430,cg04835613,1
96434,cg04835653,1
96437,cg04835841,1
96439,cg04835925,1
96459,cg04836794,1
96460,cg04836851,1
96491,cg04837923,1
96501,cg04838627,1
96513,cg04839289,1
96540,cg04840417,1
96570,cg04841997,1
96572,cg04842136,1
96579,cg04842472,1
96595,cg04843085,1
96624,cg04844175,1
96641,cg04844977,1
96659,cg04845613,1
96667,cg04845867,1
96669,cg04845915,1
96677,cg04846348,1
96739,cg04848972,1
96777,cg04850659,1
96781,cg04850842,1
96835,cg04853583,1
96847,cg04854165,1
96899,cg04856657,1
96941,cg04858776,1
96964,cg04860082,1
96974,cg04860622,1
96996,cg04861944,1
97016,cg04862890,1
97017,cg04862906,1
97076,cg04865480,1
97080,cg04865565,1
97085,cg04865692,1
97089,cg04865814,1
97124,cg04868072,1
97136,cg04868734,1
97151,cg04869838,1
97159,cg04870415,1
97173,cg04871330,1
97175,cg04871364,1
97188,cg04872027,1
97246,cg04874292,1
97253,cg04874673,1
97257,cg04874825,1
97284,cg04875995,1
97290,cg04876223,1
97291,cg04876245,1
97302,cg04876693,1
97322,cg04878119,1
97340,cg04878869,1
97346,cg04879235,1
97363,cg04879818,1
97391,cg04880968,1
97394,cg04881008,1
97436,cg04882870,1
97442,cg04883157,1
97452,cg04883656,1
97455,cg04883911,1
97465,cg04884171,1
97471,cg04884395,1
97480,cg04884842,1
97485,cg04885303,1
97491,cg04885396,1
97503,cg04885678,1
97509,cg04885935,1
97516,cg04886382,1
97523,cg04886662,1
97535,cg04887076,1
97537,cg04887080,1
97548,cg04887461,1
97568,cg04888425,1
97608,cg04890713,1
97617,cg04891165,1
97628,cg04891883,1
97663,cg04893306,1
97668,cg04893543,1
97670,cg04893741,1
97673,cg04893833,1
97702,cg04895363,1
97708,cg04895735,1
97712,cg04896011,1
97721,cg04896534,1
97760,cg04898358,1
97764,cg04898512,1
97765,cg04898518,1
97769,cg04898773,1
97772,cg04898939,1
97773,cg04899153,1
97777,cg04899273,1
97787,cg04899681,1
97806,cg04900877,1
97808,cg04900893,1
97818,cg04901179,1
97819,cg04901199,1
97832,cg04902364,1
97837,cg04902542,1
97844,cg04902838,1
97852,cg04902930,1
97856,cg04903146,1
97862,cg04903439,1
97871,cg04903884,1
97892,cg04904531,1
97902,cg04905173,1
97912,cg04905635,1
97923,cg04906242,1
97926,cg04906467,1
97930,cg04906636,1
97938,cg04906985,1
97957,cg04907849,1
97968,cg04908382,1
97991,cg04909938,1
97993,cg04910041,1
98001,cg04910313,1
98013,cg04910692,1
98028,cg04911669,1
98033,cg04911728,1
98057,cg04913005,1
98071,cg04913666,1
98092,cg04914323,1
98109,cg04915277,1
98115,cg04915533,1
98137,cg04916984,1
98154,cg04917615,1
98156,cg04917688,1
98171,cg04918695,1
98182,cg04919234,1
98201,cg04920194,1
98212,cg04920535,1
98252,cg04922188,1
98256,cg04922361,1
98261,cg04922763,1
98313,cg04925220,1
98314,cg04925261,1
98329,cg04926244,1
98331,cg04926295,1
98350,cg04927033,1
98379,cg04928539,1
98404,cg04930001,1
98408,cg04930563,1
98435,cg04931387,1
98451,cg04932465,1
98458,cg04932878,1
98522,cg04936639,1
98531,cg04937398,1
98541,cg04937696,1
98558,cg04938780,1
98570,cg04939480,1
98580,cg04939878,1
98589,cg04940312,1
98594,cg04940526,1
98605,cg04941033,1
98607,cg04941236,1
98613,cg04941520,1
98629,cg04942564,1
98641,cg04943357,1
98643,cg04943440,1
98645,cg04943612,1
98647,cg04943636,1
98653,cg04943797,1
98660,cg04944177,1
98664,cg04944296,1
98668,cg04944454,1
98673,cg04944583,1
98674,cg04944595,1
98675,cg04944611,1
98677,cg04944682,1
98686,cg04944980,1
98690,cg04945158,1
98736,cg04947136,1
98740,cg04947339,1
98747,cg04947680,1
98774,cg04948956,1
98783,cg04949308,1
98817,cg04951804,1
98819,cg04951822,1
98822,cg04952061,1
98824,cg04952186,1
98837,cg04953155,1
98847,cg04953579,1
98849,cg04953667,1
98857,cg04954203,1
98859,cg04954241,1
98929,cg04958252,1
98966,cg04960492,1
98972,cg04960798,1
98984,cg04961445,1
98990,cg04961665,1
98997,cg04962134,1
99020,cg04963523,1
99022,cg04963553,1
99023,cg04963560,1
99087,cg04967502,1
99091,cg04967610,1
99100,cg04968079,1
99101,cg04968084,1
99111,cg04968835,1
99112,cg04968875,1
99129,cg04970106,1
99138,cg04970570,1
99141,cg04970839,1
99145,cg04971161,1
99173,cg04972759,1
99174,cg04972766,1
99186,cg04973505,1
99205,cg04974599,1
99214,cg04974940,1
99215,cg04975143,1
99222,cg04975481,1
99232,cg04975846,1
99251,cg04976697,1
99283,cg04978107,1
99289,cg04978451,1
99293,cg04978709,1
99295,cg04979063,1
99312,cg04980253,1
99313,cg04980281,1
99349,cg04981665,1
99356,cg04981952,1
99371,cg04982811,1
99380,cg04983289,1
99386,cg04983459,1
99396,cg04983903,1
99401,cg04984052,1
99412,cg04984825,1
99420,cg04985032,1
99424,cg04985163,1
99435,cg04985626,1
99443,cg04986276,1
99461,cg04986781,1
99485,cg04987823,1
99492,cg04988048,1
99516,cg04988918,1
99521,cg04989128,1
99526,cg04989533,1
99542,cg04990609,1
99585,cg04993041,1
99596,cg04993364,1
99597,cg04993414,1
99617,cg04994925,1
99619,cg04994964,1
99628,cg04995391,1
99633,cg04995722,1
99634,cg04995753,1
99639,cg04995976,1
99643,cg04996097,1
99660,cg04996868,1
99673,cg04998054,1
99674,cg04998160,1
99689,cg04998674,1
99690,cg04998690,1
99718,cg05000199,1
99724,cg05000466,1
99734,cg05001044,1
99753,cg05001908,1
99758,cg05002041,1
99761,cg05002165,1
99773,cg05002642,1
99801,cg05004405,1
99834,cg05005577,1
99884,cg05008061,1
99887,cg05008218,1
99892,cg05008367,1
99907,cg05009018,1
99932,cg05010309,1
99938,cg05010752,1
99948,cg05011276,1
99955,cg05011784,1
99958,cg05012044,1
99959,cg05012125,1
99960,cg05012158,1
99969,cg05012624,1
99993,cg05013695,1
99997,cg05013825,1
99999,cg05013913,1
100002,cg05014211,1
100007,cg05014499,1
100023,cg05015452,1
100033,cg05016131,1
100058,cg05017760,1
100083,cg05019180,1
100087,cg05019381,1
100093,cg05019583,1
100099,cg05019905,1
100103,cg05020203,1
100121,cg05021394,1
100124,cg05021638,1
100126,cg05021686,1
100155,cg05023043,1
100170,cg05024121,1
100171,cg05024143,1
100198,cg05025857,1
100199,cg05025913,1
100211,cg05026658,1
100244,cg05028588,1
100262,cg05029625,1
100264,cg05029645,1
100265,cg05029692,1
100271,cg05030129,1
100283,cg05030680,1
100303,cg05031519,1
100305,cg05031695,1
100306,cg05031741,1
100307,cg05031797,1
100356,cg05033924,1
100393,cg05035620,1
100401,cg05036130,1
100405,cg05036183,1
100408,cg05036279,1
100410,cg05036337,1
100411,cg05036439,1
100443,cg05037643,1
100478,cg05039202,1
100489,cg05039893,1
100495,cg05040338,1
100498,cg05040360,1
100501,cg05040447,1
100506,cg05040624,1
100521,cg05041475,1
100527,cg05041728,1
100532,cg05042110,1
100534,cg05042213,1
100544,cg05042749,1
100561,cg05043657,1
100570,cg05043952,1
100575,cg05044339,1
100584,cg05044764,1
100595,cg05045104,1
100624,cg05046305,1
100639,cg05046996,1
100642,cg05047209,1
100650,cg05047465,1
100667,cg05048377,1
100679,cg05048927,1
100682,cg05049028,1
100683,cg05049094,1
100693,cg05049390,1
100699,cg05049639,1
100701,cg05049681,1
100705,cg05049933,1
100708,cg05050047,1
100730,cg05051262,1
